AOA,MACH,CL,CD,CL/CD
2.843174594565234,0.49785955827803374,0.200670503,0.0038815038200000003,51.6991641
0.37443278362999777,0.6759620322391773,0.0291964298,0.000503031514,58.040955700000005
1.2982884587195096,0.6043033341938979,0.09601810050000001,0.0011865492199999998,80.92213840000001
0.9067007208086352,0.39124674707247653,0.0622957409,0.000645619671,96.4898434
1.6050314963048917,0.7805275728616348,0.134662003,0.00242440237,55.544411600000004
1.9980702545825717,0.33302637755751163,0.134996864,0.0018990778399999998,71.08548259999999
0.15693007704960793,0.5958763546821763,0.011991969299999999,0.000378235905,31.7049999
2.0038823178076934,0.6497621910572748,0.151588755,0.00250358021,60.548791099999995
1.5507968140323374,0.4318800805006113,0.107385897,0.0013237006599999999,81.12551440000001
1.2709507779465476,0.3546675451935425,0.08640763109999999,0.000957922447,90.2031593
0.2624692189649782,0.6630399591245386,0.020451401799999998,0.000451190657,45.327627
0.07975334826025093,0.36640400950975677,0.00584371252,0.000307892494,18.9797174
2.0015273782550365,0.5759722956473623,0.14582735900000002,0.00225280476,64.7314677
1.9544721791659947,0.3168649648013623,0.13164082,0.00182137611,72.2754728
2.1047631234536492,0.37161367541185575,0.143376126,0.00210577507,68.08710400000001
0.23324243717542403,0.5222242777907422,0.0170081957,0.000330942707,51.393172799999995
2.2494860219920847,0.6327526857932937,0.168508927,0.00297867135,56.571842700000005
0.9424390439991036,0.673403806663061,0.07260047019999999,0.0009045406699999999,80.26225090000001
2.44204430334925,0.6446439498656187,0.18408514899999998,0.0035029233200000007,52.55186379999999
2.0709836131351733,0.4345266308798484,0.143377067,0.00211907475,67.6602214
2.769651499520198,0.758835139583203,0.22580661800000001,0.00596241266,37.871685799999995
2.856318903690814,0.5796835357544573,0.208368098,0.00420243491,49.5827068
1.1551973758601957,0.3935805075961103,0.0792947826,0.000856824231,92.54498149999999
0.09776294643200534,0.5491383419491724,0.00750953386,0.000297404084,25.2502715
1.0905970941281162,0.5420260016691996,0.0785700091,0.0008430266740000001,93.19990870000001
1.345047369085373,0.6806357011833126,0.10388789699999999,0.0014222562099999998,73.044432
0.6510323085232943,0.3029913657874926,0.043996046100000005,0.00047955606,91.7432804
2.3983691248031334,0.4133742212200402,0.165023381,0.00270082596,61.1010791
0.8066595101064125,0.37205242576540554,0.0552146607,0.000571691773,96.5811707
1.5439408685848255,0.5342077774558496,0.11063691699999999,0.00140470397,78.7617314
2.2009518748840997,0.6985795232063982,0.17165398699999998,0.0032319032699999997,53.112353000000006
1.8644665993535368,0.7750798490791375,0.155300932,0.0030346368100000005,51.176118200000005
2.906436736189276,0.42042519655341043,0.20029296600000002,0.0038382903799999996,52.182859
0.10528606249727546,0.764632711638617,0.00918371522,0.000562501024,16.3265751
0.7465793022453152,0.3633767368927603,0.0510320691,0.00053267116,95.8040777
2.7787239176683727,0.7627569105998495,0.22741219,0.00608348137,37.381916
2.6389601102271163,0.7698203676458468,0.21772646699999998,0.005632740529999999,38.6537363
0.5127375166529341,0.4880525769569639,0.0364381026,0.00043881667,83.0371888
1.3838312430250725,0.45469402148564025,0.09651480050000001,0.0011282499400000002,85.5438115
1.4887127810519831,0.7019961651367204,0.116626735,0.00172052831,67.7854203
0.9288617961134493,0.5160024485733152,0.0655740154,0.000667727499,98.204755
0.7193815139628483,0.6673176852333578,0.055318875700000006,0.0006834023309999999,80.94627879999999
0.14073942926426508,0.610754482221068,0.010884204199999999,0.000384828821,28.283235499999996
1.9743634572550466,0.7611661053205618,0.162065991,0.00318767756,50.8414004
0.6338330024659276,0.7522241729937769,0.0520481137,0.000786956036,66.1385279
1.1740131142930998,0.316829287190118,0.0792288024,0.000856061232,92.5503918
1.980419810324426,0.3779566424373251,0.13512812400000002,0.00190508332,70.9302963
2.718745718192676,0.5987101650352075,0.200040673,0.0039803788,50.2566926
0.5375065299437608,0.6327949916291298,0.0406351934,0.000537904312,75.5435353
0.573386426053497,0.6328996881859053,0.0433168563,0.0005582972419999999,77.58744449999999
2.4106163746888543,0.3481055124900056,0.163304729,0.0026390808899999997,61.8793949
2.9951222974968097,0.7976101227517839,0.256239378,0.0079873229,32.0807586
2.005490417008673,0.3929715318290568,0.137331329,0.00196004826,70.0652793
0.6724323419689509,0.48843609665818305,0.047647000099999996,0.000514893808,92.53752779999999
1.9464540904751817,0.34317374921377436,0.131794031,0.0018244032100000003,72.2395305
1.5127992102286243,0.46802239804475226,0.105901292,0.0012951095199999999,81.7701436
0.25386889036237836,0.4761088221222472,0.01819632,0.00034121147599999995,53.328569900000005
2.6570212221908456,0.7598656537132225,0.21698736600000001,0.00551232315,39.364050299999995
0.23979219682725095,0.4566995713149595,0.0171174819,0.000334099748,51.2346449
1.9111638110401548,0.45128144829717676,0.132991211,0.00187121704,71.0720392
2.5990098577879066,0.5700791240282168,0.188854825,0.0034784345200000004,54.293051600000005
0.022845595485693537,0.7552672812615506,0.0023804357100000004,0.000535598179,4.44444325
1.9267859033123758,0.7325376623616512,0.154279915,0.00279343067,55.2295486
2.6643452987966416,0.32538750513783715,0.17962107100000002,0.00312772882,57.4285949
1.1692158350203627,0.45104330706142215,0.0815235224,0.000898073236,90.77602929999999
1.5036367444033094,0.48122274456260977,0.105748356,0.00130040719,81.3194181
1.4557549945169173,0.48090877750105954,0.10235635900000001,0.00123507065,82.87490190000001
1.174552360345719,0.7767995654304313,0.0983642577,0.0015372344,63.987806799999994
2.3127791100315607,0.4331189742052964,0.16000984699999998,0.00256333682,62.4224823
1.8297685037237397,0.7143579779636038,0.144495338,0.00244565285,59.0825219
2.8154811921673275,0.4448100190577643,0.19537653,0.0036770942700000003,53.133402600000004
1.5601168012760933,0.6050810547672179,0.11533126099999999,0.0015661303500000001,73.64090829999999
0.4852244700316898,0.5856633063327863,0.0358699758,0.000474743637,75.5565171
1.5541189633122547,0.47233761882451913,0.108935839,0.0013597974199999999,80.1118152
1.6479837668304662,0.565692383548765,0.119708298,0.0015428448300000002,77.5893307
0.6871371150952814,0.6925111031384343,0.053749699000000005,0.000708187053,75.89760179999999
0.5643444773238201,0.4905443576335959,0.0400812372,0.000457949463,87.5232759
2.084679096713414,0.4354789747289294,0.144361798,0.00214432579,67.3226981
2.1532396809379004,0.7723993256227206,0.178581637,0.00387165461,46.1254049
0.5640193483910265,0.7347684797181637,0.0456614068,0.0006945989160000001,65.7378031
2.0138692826777986,0.4323502921758407,0.139347752,0.00201808841,69.0493791
1.6671172831513985,0.6831438758431858,0.128849607,0.00196661867,65.5183482
2.6112661459070834,0.7307330412078242,0.208068957,0.00483251074,43.0560776
2.93674612646812,0.5051698075423863,0.207806436,0.0041308089000000004,50.3064754
1.6261209052751944,0.5589334572232985,0.117719459,0.0015175627800000002,77.5713929
0.06377323876080232,0.6545918346525449,0.00532504864,0.000408443727,13.0374108
1.492238179938909,0.624869799622906,0.111461745,0.00150499036,74.0614347
2.1230534898688047,0.5423831222640163,0.15247235,0.00238010449,64.06120039999999
2.1578901851935717,0.34750271009071854,0.14620298699999998,0.00217531075,67.2101615
1.1470565847880279,0.7091789091534,0.0904613308,0.00122415066,73.89722009999998
1.903915172691588,0.5986568193940172,0.140213159,0.00212891205,65.8614147
0.5444344441609924,0.40238306693816017,0.0376902734,0.000430941792,87.46024190000001
1.3590622734593456,0.34052425186879787,0.0920906563,0.0010468043300000001,87.9731332
1.553977404128061,0.7512451681503751,0.12663623300000001,0.0020863500199999998,60.69750160000001
1.4978896102870478,0.4742696613463285,0.105071756,0.00129210293,81.3184096
2.9051464444429307,0.4742439729505568,0.20343771600000002,0.00397223744,51.214893200000006
