6.377323876080231990e-02,6.545918346525448905e-01,1.303741079999999997e+01
5.444344441609924035e-01,4.023830669381601721e-01,8.746024190000001397e+01
2.995122297496809693e+00,7.976101227517838899e-01,3.208075860000000290e+01
2.398369124803133356e+00,4.133742212200401944e-01,6.110107909999999976e+01
2.442044303349249823e+00,6.446439498656186817e-01,5.255186379999999247e+01
2.538688903623783633e-01,4.761088221222471994e-01,5.332856990000000508e+01
2.664345298796641615e+00,3.253875051378371519e-01,5.742859490000000022e+01
1.554118963312254742e+00,4.723376188245191343e-01,8.011181519999999523e+01
3.744327836299977674e-01,6.759620322391772795e-01,5.804095570000000492e+01
2.284559548569353726e-02,7.552672812615506270e-01,4.444443249999999956e+00
1.407394292642650813e-01,6.107544822210679847e-01,2.828323549999999642e+01
7.193815139628483291e-01,6.673176852333577713e-01,8.094627879999998754e+01
1.605031496304891725e+00,7.805275728616347664e-01,5.554441160000000366e+01
2.332424371754240333e-01,5.222242777907422084e-01,5.139317279999999499e+01
9.424390439991036095e-01,6.734038066630609887e-01,8.026225090000001217e+01
9.288617961134493228e-01,5.160024485733152311e-01,9.820475500000000579e+01
1.383831243025072544e+00,4.546940214856402540e-01,8.554381150000000389e+01
1.998070254582571703e+00,3.330263775575116325e-01,7.108548259999999175e+01
2.123053489868804711e+00,5.423831222640163041e-01,6.406120039999998994e+01
1.911163811040154759e+00,4.512814482971767571e-01,7.107203920000000608e+01
2.843174594565233804e+00,4.978595582780337425e-01,5.169916409999999729e+01
7.465793022453152128e-01,3.633767368927602881e-01,9.580407769999999346e+01
8.066595101064124584e-01,3.720524257654055367e-01,9.658117070000000126e+01
2.410616374688854258e+00,3.481055124900055975e-01,6.187939490000000120e+01
7.975334826025093360e-02,3.664040095097567673e-01,1.897971739999999841e+01
2.778723917668372678e+00,7.627569105998495136e-01,3.738191599999999681e+01
9.776294643200533763e-02,5.491383419491724371e-01,2.525027150000000020e+01
2.005490417008672921e+00,3.929715318290568082e-01,7.006527930000000026e+01
2.624692189649782126e-01,6.630399591245386137e-01,4.532762699999999967e+01
1.864466599353536758e+00,7.750798490791375173e-01,5.117611820000000478e+01
1.147056584788027855e+00,7.091789091533999834e-01,7.389722009999998420e+01
2.657021222190845577e+00,7.598656537132224553e-01,3.936405029999999527e+01
5.643444773238200929e-01,4.905443576335958844e-01,8.752327590000000157e+01
2.906436736189276004e+00,4.204251965534104296e-01,5.218285900000000055e+01
2.611266145907083391e+00,7.307330412078242299e-01,4.305607760000000184e+01
2.104763123453649243e+00,3.716136754118557484e-01,6.808710400000001073e+01
1.647983766830466212e+00,5.656923835487650543e-01,7.758933070000000498e+01
2.070983613135173318e+00,4.345266308798483856e-01,6.766022139999999752e+01
1.543940868584825488e+00,5.342077774558495751e-01,7.876173140000000217e+01
5.733864260534969892e-01,6.328996881859052515e-01,7.758744449999998949e+01
1.553977404128060957e+00,7.512451681503751200e-01,6.069750160000000960e+01
1.497889610287047812e+00,4.742696613463284749e-01,8.131840959999999541e+01
1.829768503723739670e+00,7.143579779636037852e-01,5.908252190000000326e+01
2.769651499520198179e+00,7.588351395832030333e-01,3.787168579999999452e+01
1.903915172691587943e+00,5.986568193940171589e-01,6.586141469999999742e+01
4.852244700316897807e-01,5.856633063327862931e-01,7.555651709999999355e+01
2.084679096713414115e+00,4.354789747289293800e-01,6.732269809999999666e+01
1.345047369085373035e+00,6.806357011833126247e-01,7.304443200000000047e+01
5.127375166529341000e-01,4.880525769569639127e-01,8.303718879999999558e+01
1.980419810324425933e+00,3.779566424373250744e-01,7.093029629999999486e+01
1.488712781051983125e+00,7.019961651367203626e-01,6.778542029999999841e+01
1.503636744403309411e+00,4.812227445626097722e-01,8.131941809999999293e+01
2.397921968272509474e-01,4.566995713149594738e-01,5.123464489999999927e+01
2.001527378255036460e+00,5.759722956473622979e-01,6.473146769999999606e+01
2.815481192167327507e+00,4.448100190577642943e-01,5.313340260000000370e+01
2.638960110227116296e+00,7.698203676458468259e-01,3.865373629999999849e+01
2.856318903690814093e+00,5.796835357544573020e-01,4.958270679999999686e+01
2.936746126468119833e+00,5.051698075423862733e-01,5.030647539999999651e+01
1.270950777946547650e+00,3.546675451935424883e-01,9.020315929999999582e+01
1.359062273459345604e+00,3.405242518687978670e-01,8.797313320000000658e+01
1.174552360345719082e+00,7.767995654304312714e-01,6.398780679999999421e+01
1.169215835020362748e+00,4.510433070614221496e-01,9.077602929999999049e+01
2.718745718192676186e+00,5.987101650352074644e-01,5.025669260000000094e+01
6.338330024659275530e-01,7.522241729937768628e-01,6.613852789999999970e+01
